TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2019,7.5,5.7,9.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2020,6.9,5.0,9.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2021,5.7,4.1,7.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2022,6.3,4.3,8.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2023,6.7,4.9,8.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2024,4.4,3.0,6.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2019,2.1,1.0,4.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2020,2.0,0.7,4.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2021,1.6,0.8,3.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2022,2.1,1.1,3.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2023,3.0,1.8,4.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2024,1.4,0.7,2.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2019,8.5,7.9,9.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2020,6.8,6.2,7.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2021,6.5,5.9,7.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2022,6.3,5.7,6.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2023,7.5,6.9,8.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2024,8.0,7.4,8.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2019,12.5,10.8,14.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2020,11.6,9.8,13.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2021,8.0,6.7,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2022,9.5,8.1,11.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2023,9.7,8.3,11.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2024,8.8,7.5,10.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2019,14.5,11.8,17.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2020,13.2,10.7,16.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2021,11.5,8.8,14.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2022,9.3,7.1,11.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2023,13.2,10.3,16.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2024,10.3,8.1,12.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2019,29.0,25.8,32.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2020,30.6,26.2,35.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2021,22.9,19.5,26.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2022,20.3,16.8,24.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2023,25.9,22.1,30.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2024,25.8,22.5,29.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2019,15.4,13.5,17.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2020,13.4,11.2,15.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2021,12.0,10.1,14.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2022,11.6,9.7,13.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2023,13.1,11.3,15.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2024,11.7,9.9,13.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2019,16.1,14.6,17.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2020,13.9,12.4,15.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2021,10.8,9.4,12.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2022,11.7,10.3,13.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2023,11.6,10.4,13.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2024,11.2,10.0,12.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2019,7.1,6.6,7.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2020,6.3,5.8,6.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2021,5.3,4.8,5.7,Skipped Medication
